"","year","cause","lat","lng","nb","type","fr","en","color"
"15495",2023,"Vehicle accident / death linked to hazardous transport",29.5926119,52.5835646,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15496",2023,"Sickness / lack of access to adequate healthcare",27.1962543,56.2883647,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15497",2023,"Sickness / lack of access to adequate healthcare",32.1006387,54.4342138,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15498",2023,"Violence",30.5757091,58.0071922,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15499",2023,"Vehicle accident / death linked to hazardous transport",32.1006387,54.4342138,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15500",2023,"Vehicle accident / death linked to hazardous transport",28.1713142,61.1403196,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15501",2023,"Drowning",33.3249654,53.3906074,1,1,"Noyade","drowning","#58ABD3"
"15502",2023,"Mixed or unknown",28.1713142,61.1403196,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15503",2023,"Sickness / lack of access to adequate healthcare",35.6891975,51.3889736,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15504",2023,"Sickness / lack of access to adequate healthcare",35.6891975,51.3889736,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15505",2023,"Sickness / lack of access to adequate healthcare",33.873699,51.2631813,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15506",2023,"Sickness / lack of access to adequate healthcare",36.2795682,53.3042784,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15507",2023,"Vehicle accident / death linked to hazardous transport",29.5926119,52.5835646,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15508",2023,"Violence",31.0301788,61.4900813,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15509",2023,"Violence",26.5444953,54.0193832,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15510",2023,"Drowning",36.649364,51.4887307,1,1,"Noyade","drowning","#58ABD3"
"15511",2023,"Sickness / lack of access to adequate healthcare",35.2255585,54.4342138,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15512",2023,"Sickness / lack of access to adequate healthcare",35.6891975,51.3889736,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15513",2023,"Sickness / lack of access to adequate healthcare",33.873699,51.2631813,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15514",2023,"Violence",28.7620739,51.5150077,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15515",2023,"Sickness / lack of access to adequate healthcare",29.451926,60.8841983,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15516",2023,"Sickness / lack of access to adequate healthcare",29.5926119,52.5835646,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15517",2023,"Vehicle accident / death linked to hazardous transport",27.2030006,60.6853176,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15518",2023,"Harsh environmental conditions / lack of adequate shelter, food, water",32.1006387,54.4342138,1,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"15519",2023,"Violence",35.6891975,51.3889736,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15520",2023,"Sickness / lack of access to adequate healthcare",35.6891975,51.3889736,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15521",2023,"Sickness / lack of access to adequate healthcare",35.6891975,51.3889736,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15522",2023,"Accidental death",35.6891975,51.3889736,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15523",2023,"Vehicle accident / death linked to hazardous transport",29.5926119,52.5835646,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15524",2023,"Vehicle accident / death linked to hazardous transport",28.7620739,51.5150077,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15525",2023,"Sickness / lack of access to adequate healthcare",29.451926,60.8841983,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15526",2023,"Sickness / lack of access to adequate healthcare",29.451926,60.8841983,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15527",2023,"Vehicle accident / death linked to hazardous transport",30.5757091,58.0071922,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15528",2023,"Accidental death",35.6891975,51.3889736,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15529",2023,"Accidental death",35.6891975,51.3889736,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15530",2023,"Sickness / lack of access to adequate healthcare",35.6891975,51.3889736,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15531",2023,"Sickness / lack of access to adequate healthcare",32.1006387,54.4342138,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15532",2023,"Harsh environmental conditions / lack of adequate shelter, food, water",27.4150286,56.741207,1,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"15533",2023,"Vehicle accident / death linked to hazardous transport",29.5926119,52.5835646,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15534",2023,"Sickness / lack of access to adequate healthcare",32.1006387,54.4342138,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15535",2023,"Drowning",31.3183272,48.6706187,1,1,"Noyade","drowning","#58ABD3"
"15536",2023,"Vehicle accident / death linked to hazardous transport",30.5586331,55.9358581,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15537",2023,"Sickness / lack of access to adequate healthcare",30.5757091,58.0071922,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15538",2023,"Accidental death",29.4850089,57.6439048,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15539",2023,"Vehicle accident / death linked to hazardous transport",28.7620739,51.5150077,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15540",2023,"Violence",28.9385299,57.4627259,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15541",2023,"Accidental death",31.3183272,48.6706187,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15542",2023,"Sickness / lack of access to adequate healthcare",35.6891975,51.3889736,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15543",2023,"Accidental death",36.3993691,52.1912307,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15544",2023,"Drowning",27.1962543,56.2883647,1,1,"Noyade","drowning","#58ABD3"
"15545",2023,"Harsh environmental conditions / lack of adequate shelter, food, water",27.1962543,56.2883647,1,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"15546",2023,"Violence",37.5498061,45.0786282,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15547",2023,"Sickness / lack of access to adequate healthcare",35.6891975,51.3889736,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15548",2023,"Sickness / lack of access to adequate healthcare",35.6891975,51.3889736,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15549",2023,"Sickness / lack of access to adequate healthcare",35.6891975,51.3889736,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15550",2023,"Sickness / lack of access to adequate healthcare",35.6891975,51.3889736,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15551",2023,"Sickness / lack of access to adequate healthcare",35.6891975,51.3889736,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15552",2023,"Sickness / lack of access to adequate healthcare",35.6891975,51.3889736,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15553",2023,"Accidental death",28.1713142,61.1403196,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15554",2023,"Sickness / lack of access to adequate healthcare",37.5498061,45.0786282,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15555",2023,"Mixed or unknown",35.6891975,51.3889736,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15556",2023,"Sickness / lack of access to adequate healthcare",33.3249654,53.3906074,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15557",2023,"Vehicle accident / death linked to hazardous transport",32.1006387,54.4342138,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15558",2023,"Vehicle accident / death linked to hazardous transport",35.5501285,51.5150077,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15559",2023,"Vehicle accident / death linked to hazardous transport",30.5757091,58.0071922,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15560",2023,"Sickness / lack of access to adequate healthcare",27.1962543,56.2883647,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15561",2023,"Sickness / lack of access to adequate healthcare",28.1713142,61.1403196,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15562",2023,"Accidental death",35.6891975,51.3889736,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15563",2023,"Accidental death",31.3183272,48.6706187,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15564",2023,"Vehicle accident / death linked to hazardous transport",31.0301788,61.4900813,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15565",2023,"Vehicle accident / death linked to hazardous transport",39.2916244,44.4646533,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15566",2023,"Accidental death",35.6993682,51.4085229,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15567",2023,"Sickness / lack of access to adequate healthcare",27.1962543,56.2883647,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15568",2023,"Sickness / lack of access to adequate healthcare",29.5926119,52.5835646,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15569",2023,"Vehicle accident / death linked to hazardous transport",27.4150286,56.741207,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15570",2023,"Sickness / lack of access to adequate healthcare",36.2303201,51.9368545,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15571",2023,"Sickness / lack of access to adequate healthcare",34.6415764,50.8746035,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15572",2023,"Sickness / lack of access to adequate healthcare",35.6891975,51.3889736,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15573",2023,"Mixed or unknown",33.3249654,53.3906074,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15574",2023,"Accidental death",35.6891975,51.3889736,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15575",2023,"Vehicle accident / death linked to hazardous transport",35.6891975,51.3889736,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15576",2023,"Vehicle accident / death linked to hazardous transport",35.6891975,51.3889736,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15577",2023,"Sickness / lack of access to adequate healthcare",36.2795682,53.3042784,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15578",2023,"Drowning",30.5757091,58.0071922,1,1,"Noyade","drowning","#58ABD3"
"15579",2023,"Vehicle accident / death linked to hazardous transport",32.1006387,54.4342138,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15580",2023,"Sickness / lack of access to adequate healthcare",27.2030006,60.6853176,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15581",2023,"Vehicle accident / death linked to hazardous transport",33.3249654,53.3906074,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15582",2023,"Drowning",32.6787937,51.6679764,1,1,"Noyade","drowning","#58ABD3"
"15583",2023,"Drowning",31.0301788,61.4900813,1,1,"Noyade","drowning","#58ABD3"
"15584",2023,"Sickness / lack of access to adequate healthcare",33.3249654,53.3906074,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15585",2023,"Violence",35.6891975,51.3889736,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15586",2023,"Vehicle accident / death linked to hazardous transport",33.3249654,53.3906074,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15587",2023,"Vehicle accident / death linked to hazardous transport",29.5926119,52.5835646,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15588",2023,"Sickness / lack of access to adequate healthcare",27.2030006,60.6853176,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15589",2023,"Vehicle accident / death linked to hazardous transport",32.7959652,50.9970058,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15590",2023,"Sickness / lack of access to adequate healthcare",35.6891975,51.3889736,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15591",2023,"Sickness / lack of access to adequate healthcare",33.3249654,53.3906074,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15592",2023,"Vehicle accident / death linked to hazardous transport",27.3688908,62.3385305,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15593",2023,"Vehicle accident / death linked to hazardous transport",27.3688908,62.3385305,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15594",2023,"Accidental death",36.2795045,50.0045669,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15595",2023,"Sickness / lack of access to adequate healthcare",35.6891975,51.3889736,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15596",2023,"Sickness / lack of access to adequate healthcare",35.6891975,51.3889736,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15597",2023,"Sickness / lack of access to adequate healthcare",36.2972006,59.60669,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15598",2023,"Vehicle accident / death linked to hazardous transport",27.1962543,56.2883647,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15599",2023,"Violence",27.2030006,60.6853176,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15600",2023,"Sickness / lack of access to adequate healthcare",32.6538966,51.6659656,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15601",2023,"Violence",35.6891975,51.3889736,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15602",2023,"Drowning",35.6891975,51.3889736,1,1,"Noyade","drowning","#58ABD3"
"15603",2023,"Drowning",32.1006387,54.4342138,1,1,"Noyade","drowning","#58ABD3"
"15604",2023,"Vehicle accident / death linked to hazardous transport",29.5926119,52.5835646,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15605",2023,"Vehicle accident / death linked to hazardous transport",28.1713142,61.1403196,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15606",2023,"Vehicle accident / death linked to hazardous transport",28.1713142,61.1403196,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15607",2023,"Vehicle accident / death linked to hazardous transport",28.1713142,61.1403196,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15608",2023,"Vehicle accident / death linked to hazardous transport",28.1713142,61.1403196,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15609",2023,"Sickness / lack of access to adequate healthcare",29.451926,60.8841983,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15610",2023,"Vehicle accident / death linked to hazardous transport",27.2030006,60.6853176,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15611",2023,"Vehicle accident / death linked to hazardous transport",28.1713142,61.1403196,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15612",2023,"Sickness / lack of access to adequate healthcare",30.5586331,55.9358581,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15613",2023,"Vehicle accident / death linked to hazardous transport",33.3249654,53.3906074,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15614",2023,"Vehicle accident / death linked to hazardous transport",29.5926119,52.5835646,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15615",2023,"Vehicle accident / death linked to hazardous transport",35.6891975,51.3889736,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15616",2023,"Vehicle accident / death linked to hazardous transport",28.1713142,61.1403196,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15617",2023,"Accidental death",28.7620739,51.5150077,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15618",2023,"Sickness / lack of access to adequate healthcare",30.5757091,58.0071922,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15619",2023,"Vehicle accident / death linked to hazardous transport",27.3688908,62.3385305,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15620",2023,"Vehicle accident / death linked to hazardous transport",28.1713142,61.1403196,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15621",2023,"Sickness / lack of access to adequate healthcare",35.5501285,51.5150077,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15622",2023,"Sickness / lack of access to adequate healthcare",33.3249654,53.3906074,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15623",2023,"Sickness / lack of access to adequate healthcare",27.1962543,56.2883647,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15624",2023,"Vehicle accident / death linked to hazardous transport",28.7620739,51.5150077,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15625",2023,"Sickness / lack of access to adequate healthcare",33.3249654,53.3906074,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15626",2023,"Sickness / lack of access to adequate healthcare",35.6891975,51.3889736,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15627",2023,"Vehicle accident / death linked to hazardous transport",29.5926119,52.5835646,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15628",2023,"Harsh environmental conditions / lack of adequate shelter, food, water",33.3249654,53.3906074,1,4,"Mort de faim, de soif, de froid ou d'épuisement","Exhaustion, starving, thirst or freezing to death","#1C7532"
"15629",2023,"Sickness / lack of access to adequate healthcare",29.5926119,52.5835646,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15630",2023,"Mixed or unknown",35.6891975,51.3889736,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15631",2023,"Sickness / lack of access to adequate healthcare",35.6891975,51.3889736,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15632",2023,"Mixed or unknown",35.6891975,51.3889736,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15633",2023,"Sickness / lack of access to adequate healthcare",29.5926119,52.5835646,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15634",2023,"Mixed or unknown",38.0791831,46.2886732,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15635",2023,"Sickness / lack of access to adequate healthcare",29.4218443,55.6689636,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15636",2023,"Drowning",27.4150286,56.741207,1,1,"Noyade","drowning","#58ABD3"
"15637",2023,"Vehicle accident / death linked to hazardous transport",28.1713142,61.1403196,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15638",2023,"Sickness / lack of access to adequate healthcare",30.5757091,58.0071922,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15639",2023,"Vehicle accident / death linked to hazardous transport",27.3688908,62.3385305,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15640",2023,"Vehicle accident / death linked to hazardous transport",27.3688908,62.3385305,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15641",2023,"Sickness / lack of access to adequate healthcare",32.1006387,54.4342138,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15642",2023,"Vehicle accident / death linked to hazardous transport",33.3249654,53.3906074,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15643",2023,"Vehicle accident / death linked to hazardous transport",29.5926119,52.5835646,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15644",2023,"Vehicle accident / death linked to hazardous transport",29.5926119,52.5835646,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15645",2023,"Vehicle accident / death linked to hazardous transport",35.6096201,51.0331933,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15646",2023,"Accidental death",35.6891975,51.3889736,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15647",2023,"Violence",35.6891975,51.3889736,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15648",2023,"Sickness / lack of access to adequate healthcare",35.6096201,51.0331933,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15649",2023,"Drowning",27.1962543,56.2883647,1,1,"Noyade","drowning","#58ABD3"
"15650",2023,"Vehicle accident / death linked to hazardous transport",33.3249654,53.3906074,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15651",2023,"Sickness / lack of access to adequate healthcare",35.6096201,51.0331933,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15652",2023,"Vehicle accident / death linked to hazardous transport",33.873699,51.2631813,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15653",2023,"Sickness / lack of access to adequate healthcare",35.6891975,51.3889736,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15654",2023,"Accidental death",35.8438581,50.9714995,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15655",2023,"Mixed or unknown",35.6891975,51.3889736,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15656",2023,"Sickness / lack of access to adequate healthcare",35.607718,52.2762322,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15657",2023,"Vehicle accident / death linked to hazardous transport",32.1006387,54.4342138,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15658",2023,"Vehicle accident / death linked to hazardous transport",33.3249654,53.3906074,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15659",2023,"Vehicle accident / death linked to hazardous transport",30.5757091,58.0071922,1,6,"Empoisonnement, Champ de mine, accident, autre","Poisoning, Minefield, accident, other","#637A84"
"15660",2023,"Drowning",32.1006387,54.4342138,1,1,"Noyade","drowning","#58ABD3"
"15661",2023,"Sickness / lack of access to adequate healthcare",32.1006387,54.4342138,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
"15662",2023,"Sickness / lack of access to adequate healthcare",32.1006387,54.4342138,1,5,"Homicide, torture, absence de soin, violences policières","Arson, homicide, torture, lack of care, police brutality","#F49919"
